id,y,stage,match,gameday,time,stadium,home_score,away_score,weather,temperature,humidity
15780,20781,100,13,60,13.04,40000,1,2,-10,23.6,0.2
15781,12224,100,13,60,15.04,30132,1,0,-10,21.6,0.25
15782,7451,100,13,60,14.04,19637,0,0,-10,21.6,0.28
15783,17451,100,13,60,15.03,26530,4,1,-10,24.1,0.13
15784,15479,100,13,60,16.04,19628,0,1,-10,23.9,0.25
15785,12960,100,13,60,14.04,50000,1,1,-10,23.9,0.39
15786,13544,100,14,60,19.04,40728,1,0,-20,20.3,0.56
15787,54350,100,14,60,14.04,63700,1,0,-10,23.6,0.26
15788,26485,100,14,60,18.04,49970,3,0,-10,20.5,0.44
15789,10073,100,14,60,13.04,17000,3,0,-10,26.4,0.24
15790,24176,100,14,60,15.03,42300,1,1,-20,14.7,0.65
15791,12639,100,14,60,14.03,20281,1,1,-10,23.1,0.4
15792,11339,100,14,60,15.04,24490,1,1,-10,25.2,0.34
15793,18863,100,14,70,13.04,19694,1,0,-10,21.4,0.38
15794,19668,100,14,70,15.05,26530,0,3,-10,23.7,0.26
15795,30776,100,15,60,18.04,63700,1,0,-40,23.2,0.88
15796,9272,100,15,60,19.04,15600,3,3,-40,23.3,0.87
15797,8982,100,15,60,20.04,18500,0,0,-40,21.2,0.91
15798,27387,100,15,60,18.34,49970,1,1,-20,24.1,0.82
15799,15305,100,15,60,18.04,20281,0,2,-20,21.4,0.9
15800,22635,100,15,60,19.04,40000,1,1,-20,23.3,0.82
15801,11373,100,15,60,19.04,21000,2,0,-20,24.6,0.77
15802,30188,100,15,60,19.04,47816,2,2,-10,27.5,0.7
15803,20616,100,15,60,19.04,30132,0,1,-10,27,0.57
15804,13302,100,16,30,19.03,19694,3,3,-20,27.2,0.83
15805,8840,100,16,30,19.03,40728,2,2,-10,26.8,0.87
15806,13445,100,16,30,19.34,15454,1,1,-10,28.6,0.74
15807,12052,100,16,30,19.03,17000,0,0,-20,28.6,0.64
15808,17348,100,16,30,19.03,42300,0,1,-20,26.9,0.83
15809,10898,100,16,30,19.03,21000,4,0,-10,29.5,0.62
15810,12673,100,16,30,19.04,50000,5,2,-10,27.4,0.85
15811,10860,100,16,30,19.05,19637,0,2,-10,26.8,0.85
15812,23277,100,16,30,19.04,24490,0,1,-20,29.2,0.77
15813,39205,100,17,70,18.04,63700,1,1,-10,28.3,0.73
15814,8123,100,17,70,19.04,15600,1,3,-10,26.9,0.76
15815,15491,100,17,70,18.34,49970,3,0,-10,28.3,0.75
15816,19254,100,17,70,19.03,26530,1,0,-20,28.9,0.65
15817,11095,100,17,70,18.04,20281,3,0,-10,29.4,0.54
15818,16261,100,17,70,19.04,20000,1,1,-10,27.8,0.48
15819,13431,100,17,70,19.04,19628,0,1,-20,27.9,0.5
15820,18012,100,17,70,19.04,30132,1,5,-10,27.4,0.52
15821,15101,100,17,70,19.04,50000,1,1,-10,25.3,0.66
15975,12658,200,1,70,13.04,49970,1,3,-20,5.8,0.67
15976,11069,200,1,70,13.05,20000,3,1,-10,16,0.55
15977,11730,200,1,70,14.03,15165,0,1,-40,10.1,0.87
15978,4280,200,1,70,15.04,12000,2,1,-20,5.6,0.97
15979,3684,200,1,70,15.03,15454,0,0,-40,5.6,0.84
15980,9577,200,1,70,15.04,20000,0,0,-10,11.8,0.73
15981,3355,200,1,70,15.05,10202,1,3,-20,10.2,0.61
15982,9679,200,1,70,15.05,32000,2,1,-20,13.6,0.55
15983,8395,200,1,70,16.03,18500,0,2,-40,6.4,0.84
15984,7234,200,1,70,16.04,15100,1,0,-40,5.7,0.82
15985,5248,200,1,70,16.04,20246,2,0,-20,11.9,0.64
15986,16064,200,2,70,13.03,39232,1,1,-30,20.9,0.31
15987,6907,200,2,70,13.03,15589,1,1,-10,9.6,0.29
15988,3855,200,2,70,13.04,15135,1,0,-10,8.5,0.25
15989,10421,200,2,70,13.03,22338,1,4,-10,13.6,0.44
15990,4294,200,2,70,13.03,20246,0,3,-20,14.1,0.38
15991,4327,200,2,70,14.04,15576,0,2,-20,9.1,0.45
15992,7879,200,2,70,16.04,20000,3,0,-10,10.3,0.21
15993,5499,200,2,70,16.04,22563,1,0,-20,9.6,0.53
15994,5521,200,2,70,16.04,32000,0,1,-20,10.5,0.4
15995,8843,200,2,70,16.03,40000,1,0,-10,11.3,0.33
15996,7412,200,2,70,17.03,18500,1,0,-10,7.9,0.57
15997,7038,200,3,70,13.03,21292,3,1,-40,5.4,0.73
15998,14048,200,3,70,13.03,20396,0,0,-10,11.6,0.37
15999,4554,200,3,70,13.05,25250,1,2,-40,7.9,0.79
16000,3742,200,3,70,13.05,22563,1,1,-10,18.3,0.4
16001,7053,200,3,70,13.03,40000,1,0,-10,18.7,0.27
16002,8290,200,3,70,14.04,20588,0,0,-20,16.1,0.38
16003,5136,200,3,70,16.03,49970,1,1,-10,17.7,0.2
16004,8269,200,3,70,16.04,15100,2,0,-10,16.5,0.32
16005,7998,200,3,70,16.03,15165,3,1,-10,14.4,0.36
16006,2903,200,3,70,16.03,10202,1,0,-10,15.7,0.5
16007,6312,200,3,70,17.03,20000,1,2,-10,15.2,0.56
16008,4695,200,4,60,13.03,12000,0,1,-10,14.3,0.27
16009,3761,200,4,60,13.04,25250,1,2,-20,9.2,0.46
16010,7222,200,4,60,13.04,20000,2,3,-10,11.3,0.27
16011,2916,200,4,60,13.03,22338,0,5,-10,16.8,0.42
16012,4174,200,4,60,14.03,15589,3,0,-10,11.9,0.26
16013,9492,200,4,60,15.03,32000,1,1,-10,13.6,0.36
16014,9251,200,4,60,16.03,39232,3,0,-30,20,0.37
16015,4700,200,4,60,16.03,15454,2,1,-10,10.7,0.32
16016,3757,200,4,60,16.03,20246,2,1,-10,14.2,0.42
16017,2554,200,4,60,17.04,15576,2,1,-10,10.4,0.43
16018,7912,200,4,60,19.03,15165,3,3,-10,7.8,0.43
16019,6194,200,5,70,13.03,15589,0,2,-40,15.7,0.89
16020,1814,200,5,70,13.04,15135,2,0,-20,11.4,0.96
16021,9124,200,5,70,13.04,20396,1,4,-40,14.3,0.71
16022,6401,200,5,70,13.03,20000,1,1,-20,17.9,0.56
16023,5181,200,5,70,13.03,22563,1,0,-20,13.4,0.84
16024,1573,200,5,70,14.03,10202,2,1,-20,12.5,0.86
16025,4270,200,5,70,16.04,21292,0,0,-40,7.6,0.9
16026,5957,200,5,70,16.03,18500,3,0,-40,19.6,0.83
16027,4703,200,5,70,16.04,20588,1,1,-20,14.2,0.78
16028,3532,200,5,70,16.04,15576,0,0,-20,14,0.8
16029,2529,200,5,70,17.03,49970,1,5,-20,17.1,0.68
16030,9723,200,6,60,13.03,39232,1,0,-30,20.4,0.34
16031,4140,200,6,60,13.04,12000,1,2,-10,15.8,0.18
16032,2873,200,6,60,13.04,25250,0,3,-20,9.8,0.42
16033,5022,200,6,60,13.04,20000,1,2,-10,14.6,0.27
16034,1450,200,6,60,13.03,22338,0,1,-10,15.5,0.57
16035,3048,200,6,60,13.03,20246,1,1,-20,11.4,0.68
16036,7014,200,6,60,15.03,15165,2,0,-10,12.5,0.35
16037,4371,200,6,60,16.04,21292,2,0,-20,5.6,0.56
16038,3719,200,6,60,16.03,15454,0,1,-10,13.2,0.31
16039,7117,200,6,60,16.04,15100,2,0,-10,14.6,0.27
16040,6108,200,6,60,16.03,40000,0,3,-30,8.8,0.83
16041,6887,200,7,70,13.03,15589,1,2,-10,18.8,0.21
16042,6407,200,7,70,13.04,15135,0,1,-10,18.9,0.19
16043,6072,200,7,70,13.03,40000,1,0,-30,11.7,0.9
16044,5658,200,7,70,14.03,15454,0,1,-20,17.8,0.19
16045,6565,200,7,70,14.04,20588,2,2,-20,15.9,0.32
16046,2272,200,7,70,14.04,15576,4,0,-40,11.5,0.81
16047,4833,200,7,70,16.03,22563,2,5,-40,13.4,0.81
16048,3970,200,7,70,16.03,10202,3,2,-40,13,0.82
16049,9305,200,7,70,17.03,18500,0,6,-20,15,0.43
16050,5473,200,7,70,17.03,54224,0,1,-20,15.2,0.31
16051,6574,200,7,70,19.03,32000,4,1,-40,14,0.63
16052,8536,200,8,70,13.03,39232,1,0,-30,22.6,0.28
16053,11989,200,8,70,13.03,20396,2,2,-20,13.3,0.54
16054,5733,200,8,70,13.04,25250,1,1,-10,13.4,0.57
16055,5460,200,8,70,13.04,20000,1,3,-20,15.3,0.51
16056,3340,200,8,70,13.03,20246,2,1,-20,18.6,0.65
16057,7039,200,8,70,16.04,15100,4,0,-20,11.6,0.63
16058,9346,200,8,70,16.05,15165,2,2,-40,12.1,0.7
16059,2015,200,8,70,16.02,22338,1,1,-20,16.6,0.55
16060,5766,200,8,70,17.04,21292,1,2,-10,12.1,0.44
16061,3359,200,8,70,18.03,12000,1,1,-20,11.6,0.59
16062,6117,200,8,70,19.03,20000,0,3,-20,14.4,0.65
16063,4069,200,9,60,13.03,15589,0,1,-10,23.3,0.36
16064,2100,200,9,60,13.04,15135,1,2,-10,24.2,0.21
16065,8170,200,9,60,13.03,49970,0,1,-10,24.4,0.27
16066,13657,200,9,60,13.04,20396,1,0,-10,20.4,0.26
16067,6053,200,9,60,14.03,15454,1,3,-10,22.4,0.27
16068,6163,200,9,60,14.04,20588,0,0,-10,24.4,0.26
16069,6581,200,9,60,16.03,18500,1,1,-10,18.4,0.63
16070,3367,200,9,60,16.03,10202,0,1,-10,20.8,0.56
16071,5971,200,9,60,16.03,40000,3,0,-10,22.3,0.41
16072,7355,200,9,60,17.04,32000,1,1,-20,22.5,0.33
16073,6381,200,9,60,19.03,20000,2,0,-20,18.9,0.47
16074,3870,200,10,70,13.04,20000,1,0,-40,17.3,0.7
16075,3807,200,10,70,13.04,22338,0,1,-20,24.2,0.65
16076,7875,200,10,70,13.04,22563,0,1,-20,18.4,0.67
16077,6121,200,10,70,13.04,20246,0,0,-20,18.8,0.71
16078,6781,200,10,70,14.04,25250,3,2,-20,20.1,0.62
16079,2935,200,10,70,14.03,15576,0,1,-20,20.1,0.65
16080,5283,200,10,70,16.04,21292,0,2,-10,17.4,0.44
16081,6108,200,10,70,16.04,15165,2,0,-40,15.5,0.83
16082,10163,200,10,70,17.03,39232,0,0,-30,22.9,0.33
16083,3431,200,10,70,17.03,12000,0,0,-20,14.3,0.78
16084,7923,200,10,70,19.04,15100,3,0,-40,16.7,0.78
16085,5775,200,11,60,13.03,15589,2,1,-10,26,0.47
16086,13732,200,11,60,13.03,20396,2,1,-10,22.4,0.38
16087,6614,200,11,60,13.03,22563,1,2,-10,21.4,0.44
16088,6430,200,11,60,14.04,21292,1,0,-10,23.7,0.4
16089,12115,200,11,60,14.03,54224,0,1,-10,26.7,0.33
16090,5581,200,11,60,14.03,10202,2,1,-10,19.4,0.31
16091,5504,200,11,60,16.03,12000,0,1,-10,25.1,0.35
16092,11833,200,11,60,16.03,18500,3,2,-10,23.8,0.42
16093,9257,200,11,60,16.06,15165,1,0,-10,24,0.42
16094,7581,200,11,60,17.03,32000,0,0,-10,22,0.24
16095,7340,200,11,60,18.04,20588,4,1,-10,18.1,0.24
16096,12302,200,12,70,13.03,39232,2,2,-30,22.2,0.31
16097,4021,200,12,70,13.04,25250,0,2,-10,19.6,0.3
16098,4478,200,12,70,13.03,20246,1,1,-10,24.1,0.21
16099,11650,200,12,70,13.03,40000,0,2,-10,20.5,0.38
16100,7153,200,12,70,14.03,15454,0,2,-20,13.4,0.55
16101,10743,200,12,70,14.04,20000,1,1,-10,19.9,0.26
16102,3388,200,12,70,15.01,22338,0,1,-10,22.6,0.31
16103,2787,200,12,70,16.04,15135,1,1,-10,14.4,0.58
16104,9185,200,12,70,16.04,15100,2,1,-20,14.4,0.6
16105,8295,200,12,70,18.05,15576,0,1,-10,15.3,0.3
16106,6524,200,12,70,19.04,20000,2,2,-10,16.5,0.19
16107,5812,200,13,70,13.04,21292,1,1,-10,24,0.24
16108,5053,200,13,70,13.04,12000,3,2,-10,22.1,0.35
16109,4200,200,13,70,13.03,15589,0,1,-10,24,0.33
16110,11054,200,13,70,13.03,20396,2,0,-10,25.9,0.27
16111,5417,200,13,70,13.04,19934,2,0,-20,23.9,0.52
16112,5708,200,13,70,14.04,22563,2,1,-10,25.8,0.3
16113,2929,200,13,70,16.04,15135,1,0,-10,24.7,0.2
16114,3478,200,13,70,16.03,49970,1,0,-10,21.9,0.23
16115,7739,200,13,70,16.04,15165,1,1,-10,20.9,0.33
16116,6517,200,13,70,16.03,32000,1,3,-10,25.6,0.39
16117,6646,200,13,10,19.03,39232,0,1,-30,22.6,0.33
16118,6276,200,14,70,13.04,21292,0,0,-10,19,0.42
16119,10756,200,14,70,13.03,20000,2,1,-10,25.6,0.32
16120,7166,200,14,70,13.04,15576,2,0,-10,24.4,0.4
16121,4016,200,14,70,13.03,20246,1,1,-20,25.4,0.5
16122,7034,200,14,70,13.03,40000,1,0,-20,24.1,0.42
16123,2766,200,14,70,14.03,10202,2,1,-10,26.6,0.24
16124,4268,200,14,70,14.03,15000,0,0,-10,24.8,0.41
16125,4423,200,14,70,16.03,12000,5,1,-10,21.1,0.53
16126,9480,200,14,70,16.03,18500,2,0,-10,22.6,0.48
16127,8069,200,14,70,16.04,15100,2,0,-10,20.1,0.51
16128,8018,200,14,70,16.04,25250,0,1,-10,20.6,0.49
16129,3536,200,15,60,13.03,15589,1,1,-10,23.8,0.5
16130,5887,200,15,60,13.03,15454,0,0,-10,23.2,0.38
16131,2851,200,15,60,13.04,15576,1,0,-10,25,0.5
16132,9085,200,15,60,14.04,20588,0,3,-10,27.6,0.41
16133,3250,200,15,60,16.03,49970,1,1,-10,24.4,0.36
16134,3583,200,15,60,16.03,22563,0,1,-10,22.9,0.7
16135,15597,200,15,60,19.04,20396,2,1,-10,20.9,0.49
16136,7290,200,15,60,19.03,20000,2,1,-10,22.1,0.64
16137,2772,200,15,60,19.03,22338,2,1,-10,21.5,0.68
16138,6966,200,15,70,19.03,39232,4,0,-30,21.5,0.45
16139,4330,200,15,70,19.04,20000,1,1,-20,25,0.57
16140,4115,200,16,60,13.04,15135,0,2,-10,32.3,0.23
16141,8016,200,16,60,13.04,15165,1,1,-10,26.4,0.57
16142,3031,200,16,60,13.03,20246,1,1,-10,34.2,0.36
16143,8851,200,16,60,14.03,19620,1,1,-10,25.3,0.32
16144,3112,200,16,60,14.03,10202,0,1,-10,30.4,0.29
16145,3580,200,16,60,14.03,15000,2,0,-10,32.3,0.33
16146,5060,200,16,60,16.03,12000,1,2,-10,26.3,0.45
16147,12400,200,16,60,16.04,15100,1,0,-10,23.6,0.7
16148,5824,200,16,60,17.03,40000,1,0,-10,28.1,0.31
16149,8083,200,16,60,19.03,18500,1,0,-10,23.5,0.78
16150,6060,200,16,70,19.04,20000,2,1,-10,26.4,0.58
16151,4596,200,17,60,13.04,25250,0,1,-20,25.8,0.72
16152,7484,200,17,60,13.03,20000,0,0,-10,27.3,0.59
16153,4295,200,17,60,14.04,21292,6,1,-20,21.2,0.73
16154,9172,200,17,60,14.04,15165,1,0,-10,26.3,0.5
16155,6942,200,17,60,14.04,20588,1,0,-20,25.6,0.76
16156,2057,200,17,60,14.04,15576,0,2,-10,24.9,0.7
16157,2626,200,17,60,16.03,22338,1,0,-10,27.7,0.61
16158,2577,200,17,60,17.03,15454,1,2,-40,17.4,0.9
16159,6359,200,17,60,17.03,22563,1,0,-20,21.3,0.79
16160,3702,200,17,60,17.03,10202,1,1,-20,21,0.83
16161,9267,200,17,60,18.03,40000,1,0,-10,23,0.64
16162,4319,200,18,60,13.03,15589,4,0,-10,29,0.45
16163,3240,200,18,60,13.04,25250,0,3,-10,25.6,0.52
16164,15138,200,18,60,13.05,20000,0,4,-10,30.8,0.38
16165,4750,200,18,60,13.04,15576,2,3,-20,26.4,0.5
16166,3406,200,18,60,14.04,20010,0,5,-10,28.9,0.3
16167,2461,200,18,60,15.04,15135,1,1,-10,26.5,0.38
16168,6097,200,18,60,16.03,15454,2,2,-10,26.3,0.32
16169,6827,200,18,60,16.04,15100,3,1,-10,25.7,0.63
16170,3819,200,18,60,16.03,20246,0,0,-20,25,0.69
16171,9336,200,18,60,19.03,18500,3,0,-10,24.6,0.5
16172,11347,200,18,60,19.03,20396,0,1,-10,20,0.55
16173,6844,200,19,60,14.03,19620,2,1,-10,20.1,0.52
16174,6065,200,19,60,18.03,12000,1,2,-40,21,0.95
16175,3629,200,19,60,18.03,49970,1,1,-20,24.7,0.56
16176,9728,200,19,60,18.03,20396,3,1,-20,23.6,0.65
16177,13016,200,19,60,18.05,20000,1,1,-20,25,0.64
16178,1921,200,19,60,18.03,22338,0,3,-40,24,0.91
16179,1462,200,19,60,18.03,10202,1,0,-40,20.6,0.91
16180,12994,200,19,60,19.04,15165,1,2,-20,23.3,0.8
16181,8287,200,19,60,19.04,20000,0,0,-40,22.6,0.83
16182,7031,200,19,60,19.03,32000,1,4,-40,22.6,0.84
16183,10102,200,19,60,19.03,40000,2,2,-30,20.6,0.84
16184,7293,200,20,60,14.03,19620,3,2,-20,23.1,0.65
16185,12030,200,20,60,18.04,21292,0,1,-20,23.2,0.69
16186,3249,200,20,60,18.03,15454,0,0,-40,22.3,0.81
16187,2622,200,20,60,18.04,25250,1,0,-40,21.4,0.96
16188,2328,200,20,60,18.03,22338,0,0,-20,25.9,0.77
16189,4211,200,20,60,18.03,22563,2,0,-20,23.9,0.77
16190,13243,200,20,60,19.03,18500,0,1,-20,22.8,0.89
16191,6217,200,20,60,19.04,15100,2,0,-40,22.2,0.89
16192,12452,200,20,60,19.04,20588,1,1,-20,24.4,0.79
16193,2821,200,20,60,19.04,15576,4,0,-20,23.6,0.81
16194,3795,200,20,60,19.34,15135,2,1,-20,21.9,0.85
16195,4227,200,21,60,18.03,15589,2,1,-20,22.4,0.76
16196,4944,200,21,60,18.03,49970,1,2,-20,22.7,0.76
16197,3734,200,21,60,18.03,15454,1,1,-20,22.1,0.77
16198,11418,200,21,60,18.03,20396,2,1,-10,23.4,0.72
16199,3027,200,21,60,18.03,10202,0,3,-20,22.7,0.84
16200,4290,200,21,60,18.04,20246,0,1,-20,24.6,0.71
16201,10573,200,21,60,19.04,20588,2,3,-20,25.4,0.7
16202,12359,200,21,60,19.03,20000,2,2,-20,25.4,0.68
16203,5550,200,21,60,19.03,32000,0,3,-20,24.6,0.75
16204,6727,200,21,60,19.03,40000,2,4,-20,24.1,0.59
16205,3986,200,21,60,19.34,15135,0,1,-20,22.6,0.73
16206,20633,200,22,70,14.03,39232,1,1,-30,24.6,0.56
16207,6107,200,22,70,18.04,21292,1,2,-10,22.9,0.82
16208,5776,200,22,70,18.03,12000,2,0,-10,22.9,0.89
16209,6325,200,22,70,18.03,15589,0,2,-10,22.9,0.88
16210,4602,200,22,70,18.05,25250,1,1,-20,25.5,0.85
16211,12465,200,22,70,18.04,20000,1,2,-20,26.3,0.74
16212,5482,200,22,70,18.04,22563,2,3,-10,27,0.77
16213,4801,200,22,70,18.03,20246,0,2,-10,28.3,0.73
16214,7519,200,22,70,19.04,15100,2,1,-20,24.3,0.88
16215,9601,200,22,70,19.04,15165,1,2,-20,24.7,0.84
16216,3865,200,22,70,19.04,15576,0,0,-10,26.2,0.72
16217,5471,200,23,60,18.04,21292,1,2,-10,31.3,0.6
16218,6420,200,23,60,18.03,15454,4,0,-10,29.4,0.57
16219,11600,200,23,60,18.04,20396,1,1,-10,29.8,0.62
16220,3337,200,23,60,18.03,22338,1,2,-10,31,0.68
16221,4630,200,23,60,18.03,10202,1,1,-10,29.4,0.75
16222,11458,200,23,60,19.03,18500,1,1,-10,29.2,0.73
16223,7312,200,23,60,19.04,15100,2,0,-10,29.8,0.69
16224,5810,200,23,60,19.05,20588,3,1,-10,30.1,0.67
16225,7528,200,23,60,19.03,20000,3,1,-10,31.6,0.62
16226,5017,200,23,60,19.04,15576,2,3,-10,29.3,0.73
16227,10232,200,23,60,19.03,32000,2,1,-10,29.3,0.74
16228,13719,200,24,30,19.03,39232,0,1,-30,23.1,0.62
16229,3711,200,24,30,19.03,12000,0,0,-10,25.6,0.82
16230,8149,200,24,30,19.03,18500,2,0,-10,26.9,0.73
16231,3333,200,24,30,19.03,7258,1,0,-10,28.3,0.56
16232,11265,200,24,30,19.04,20396,2,1,-20,27,0.64
16233,3756,200,24,30,19.04,25250,1,3,-10,29.3,0.73
16234,7842,200,24,30,19.04,15165,4,2,-10,26.7,0.8
16235,5212,200,24,30,19.04,20000,2,2,-10,28,0.78
16236,3883,200,24,30,19.03,22563,0,0,-20,25.4,0.83
16237,5028,200,24,30,19.03,40000,2,1,-40,25.4,0.84
16238,2221,200,24,30,19.34,15135,0,0,-10,27.9,0.61
15822,,100,18,60,19.04,19694,2,2,-10,27.4,0.7
15823,,100,18,60,18.34,40728,5,1,-10,30.8,0.65
15824,,100,18,60,19.04,63700,2,2,-10,31.7,0.58
15825,,100,18,60,19.03,18500,4,1,-10,29.3,0.76
15826,,100,18,60,18.34,49970,4,0,-10,31.3,0.58
15827,,100,18,60,19.03,42300,1,0,-10,30.4,0.68
15828,,100,18,60,18.03,21000,2,0,-40,25.3,0.94
15829,,100,18,60,18.34,19637,2,2,-40,24.4,0.91
15830,,100,18,60,19.04,24490,1,0,-20,26.8,0.78
15831,,100,19,60,19.04,15600,0,2,-40,23.1,0.84
15832,,100,19,60,19.04,26530,2,1,-20,24.1,0.74
15833,,100,19,60,19.04,72327,2,2,-20,24.4,0.81
15834,,100,19,60,18.34,17000,0,0,-20,25.3,0.7
15835,,100,19,60,18.04,20281,1,0,-20,26,0.79
15836,,100,19,60,19.04,40000,2,3,-20,27.3,0.63
15837,,100,19,60,19.04,47816,0,0,-40,26.8,0.78
15838,,100,19,60,19.04,30132,1,0,-30,26.3,0.69
15839,,100,19,10,19.04,50000,1,0,-10,24.6,0.86
15840,,100,20,60,19.04,19694,3,2,-20,21.8,0.83
15841,,100,20,60,18.33,40728,1,0,-40,21.9,0.99
15842,,100,20,60,18.04,63700,1,0,-40,24.4,0.79
15843,,100,20,60,19.04,18500,2,0,-20,22.1,0.95
15844,,100,20,60,19.04,42300,2,1,-20,25.9,0.86
15845,,100,20,60,18.03,21000,0,1,-40,27.8,0.93
15846,,100,20,60,19.04,19637,0,3,-40,26.8,0.86
15847,,100,20,60,19.04,24490,0,2,-20,26.1,0.72
15848,,100,20,60,19.04,26530,5,4,-20,25.9,0.77
15849,,100,21,60,19.04,15600,1,3,-10,27.3,0.7
15850,,100,21,60,18.34,49970,4,4,-10,27,0.69
15851,,100,21,60,18.34,17000,3,3,-20,24.8,0.74
15852,,100,21,60,19.04,42300,1,2,-20,27.4,0.75
15853,,100,21,60,18.04,20281,1,3,-20,22.6,0.92
15854,,100,21,60,19.04,40000,1,1,-40,24.3,0.83
15855,,100,21,60,19.03,30132,2,1,-10,27.6,0.76
15856,,100,21,60,19.04,15454,2,0,-10,26.4,0.78
15857,,100,21,60,19.04,50000,0,0,-10,25.6,0.88
15858,,100,22,60,19.04,40728,2,2,-20,22.2,0.93
15859,,100,22,60,18.04,63700,4,0,-10,22.8,0.75
15860,,100,22,60,19.03,18500,3,0,-20,22.8,0.82
15861,,100,22,60,18.04,21000,5,0,-10,25.3,0.63
15862,,100,22,60,19.04,24490,2,2,-10,25.6,0.6
15863,,100,22,60,19.04,19694,1,2,-20,23,0.75
15864,,100,22,60,19.04,20000,1,1,-20,24.9,0.7
15865,,100,22,60,19.04,47816,1,2,-10,26.4,0.57
15866,,100,22,60,18.34,19637,0,1,-10,26.2,0.61
15867,,100,23,60,18.05,15400,2,1,-10,20.8,0.82
15868,,100,23,60,18.34,49970,1,1,-10,24,0.65
15869,,100,23,60,19.05,26530,4,0,-10,23.4,0.57
15870,,100,23,60,19.03,72327,0,2,-10,24,0.62
15871,,100,23,60,18.34,17000,1,0,-10,23.1,0.51
15872,,100,23,60,19.04,42300,1,0,-20,21.9,0.77
15873,,100,23,60,15.06,50889,1,4,-10,24.9,0.51
15874,,100,23,60,19.04,47816,2,0,-10,23.4,0.5
15875,,100,23,60,19.04,50000,0,1,-10,21.4,0.69
15876,,100,24,60,19.04,40728,1,0,-40,20.7,0.57
15877,,100,24,60,19.05,63700,3,1,-10,20.4,0.64
15878,,100,24,60,19.04,26530,0,0,-10,20.8,0.57
15879,,100,24,60,15.04,20000,2,0,-20,22.9,0.46
15880,,100,24,60,16.04,21000,2,0,-20,22.8,0.44
15881,,100,24,60,19.03,45000,3,1,-20,18.6,0.52
15882,,100,24,60,19.04,50000,2,0,-10,16.6,0.81
15883,,100,24,60,19.04,19637,0,2,-20,20.8,0.68
15884,,100,24,60,19.04,24490,2,1,-20,20.9,0.59
15885,,100,25,70,14.04,19694,0,1,-10,24.9,0.44
15886,,100,25,70,15.34,15600,1,3,-10,25.9,0.39
15887,,100,25,70,19.04,18500,2,0,-10,20.3,0.62
15888,,100,25,70,15.03,49970,4,0,-10,25,0.35
15889,,100,25,70,15.04,72327,1,0,-10,26,0.37
15890,,100,25,70,18.04,17000,2,0,-10,22.6,0.46
15891,,100,25,70,14.31,42300,0,2,-10,24.2,0.44
15892,,100,25,70,14.04,20281,0,3,-10,25.4,0.52
15893,,100,25,70,19.04,47816,1,2,-10,24.3,0.61
15894,,100,26,60,18.04,15600,2,1,-10,19.9,0.6
15895,,100,26,60,16.03,49970,4,0,-20,21.5,0.54
15896,,100,26,60,19.34,20000,0,1,-10,23.1,0.59
15897,,100,26,60,18.05,21000,4,1,-10,24.5,0.49
15898,,100,26,60,19.04,19637,0,5,-10,24.1,0.58
15899,,100,26,60,19.05,26530,1,1,-20,20.6,0.56
15900,,100,26,60,14.04,15454,0,0,-20,23,0.51
15901,,100,26,60,19.04,47816,1,0,-10,24.9,0.47
15902,,100,26,60,15.34,50000,1,1,-10,25.4,0.68
15903,,100,27,70,15.34,19694,1,0,-40,15.6,0.66
15904,,100,27,70,12.34,40728,2,3,-40,17.8,0.97
15905,,100,27,70,14.04,63700,2,1,-40,16.4,0.78
15906,,100,27,70,15.34,18500,0,0,-40,16.3,0.98
15907,,100,27,70,17.04,17000,0,1,-40,16.9,0.89
15908,,100,27,70,19.04,42300,3,0,-40,18.6,0.71
15909,,100,27,70,14.04,20281,3,0,-40,19.1,0.89
15910,,100,27,70,15.03,30132,1,3,-30,24.8,0.61
15911,,100,27,70,15.04,24490,1,0,-20,22.1,0.62
15912,,100,28,60,14.04,19694,4,2,-10,19.8,0.39
15913,,100,28,60,14.04,40728,2,3,-10,18.4,0.52
15914,,100,28,60,17.04,15600,1,0,-10,19.1,0.42
15915,,100,28,60,15.03,72327,1,0,-10,20.3,0.36
15916,,100,28,60,15.03,42300,0,0,-10,19.3,0.37
15917,,100,28,60,14.04,21000,1,0,-10,22.3,0.27
15918,,100,28,60,16.04,50000,4,0,-10,17.3,0.54
15919,,100,28,60,13.04,19637,2,2,-10,19.4,0.38
15920,,100,28,60,19.05,24490,1,0,-10,20.1,0.44
15921,,100,29,30,19.04,63700,0,0,-40,15.1,0.81
15922,,100,29,30,19.03,18500,1,0,-40,13.9,0.92
15923,,100,29,30,19.04,20281,2,1,-40,15.6,0.92
15924,,100,29,30,19.04,20000,0,0,-40,17,0.89
15925,,100,29,30,19.04,30132,0,0,-30,21.1,0.53
15926,,100,29,30,19.04,15600,2,3,-40,14.3,0.91
15927,,100,29,30,19.04,49970,2,1,-40,14.1,0.87
15928,,100,29,30,19.03,26530,2,0,-40,15.4,0.8
15929,,100,29,30,19.04,19628,3,1,-20,17.9,0.64
15930,,100,30,70,13.04,19694,1,2,-10,20.1,0.67
15931,,100,30,70,19.04,40728,1,1,-20,21,0.83
15932,,100,30,70,19.04,21000,2,1,-10,19.8,0.67
15933,,100,30,70,16.04,30132,2,1,-10,23.6,0.45
15934,,100,30,70,19.04,19637,0,2,-10,21.9,0.76
