id,y,stage,match,gameday,time,home,away,stadium,tv,home_score,away_score,weather,temperature,humidity,referee,home_team,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_team,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11
14041,7101,100,6,60,14.03 ,横浜Ｆ・マリノス,大宮アルディージャ,15454,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,1,1,-40,11.6,80%,家本　政明,横浜Ｆ・マリノス,飯倉　大樹,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,富澤　清太郎,中町　公祐,中村　俊輔,兵藤　慎剛,小野　裕二,大黒　将志,大宮アルディージャ,北野　貴之,坪内　秀介,菊地　光将,金　英權,下平　匠,青木　拓矢,カルリーニョス,渡邉　大剛,曺　永哲,金久保　順,ラファエル
14042,25894,100,6,60,15.04 ,浦和レッズ,ヴィッセル神戸,63700,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）／テレ玉,2,0,-40,10.4,78%,高山　啓義,浦和レッズ,加藤　順大,坪井　慶介,永田　充,槙野　智章,平川　忠亮,鈴木　啓太,阿部　勇樹,梅崎　司,柏木　陽介,マルシオ　リシャルデス,ポポ,ヴィッセル神戸,徳重　健太,奥井　諒,イ　グァンソン,高木　和道,相馬　崇人,伊野波　雅彦,田中　英雄,野沢　拓也,大久保　嘉人,都倉　賢,吉田　孝行
14043,16334,100,6,60,16.04 ,清水エスパルス,ジュビロ磐田,20281,スカパー／ｅ２／スカパー光,3,2,-40,14,76%,村上　伸次,清水エスパルス,林　彰洋,吉田　豊,平岡　康裕,カルフィン　ヨン　ア　ピン,李　記帝,村松　大輔,アレックス,高木　俊幸,大前　元紀,枝村　匠馬,ジミー　フランサ,ジュビロ磐田,八田　直樹,駒野　友一,チョ　ビョングク,千代反田　充,山本　脩斗,ロドリゴ　ソウト,山本　康裕,山田　大記,松浦　拓弥,菅沼　実,前田　遼一
14044,12896,100,6,60,16.03 ,名古屋グランパス,コンサドーレ札幌,40000,スカパー／ｅ２／スカパー光,3,1,-30,15.4,70%,中村　太,名古屋グランパス,楢﨑　正剛,田中　隼磨,田中　マルクス闘莉王,増川　隆洋,阿部　翔平,小川　佳純,ダニルソン,藤本　淳吾,玉田　圭司,永井　謙佑,金崎　夢生,コンサドーレ札幌,李　昊乗,高木　純平,ジェイド　ノース,奈良　竜樹,岩沼　俊介,前　貴之,河合　竜二,古田　寛幸,宮澤　裕樹,近藤　祐介,前田　俊介
14045,9735,100,6,60,18.34 ,サガン鳥栖,サンフレッチェ広島,24490,スカパー／ｅ２／スカパー光,1,0,-10,15.5,54%,今村　義朗,サガン鳥栖,赤星　拓,丹羽　竜平,キム　クナン,小林　久晃,呂　成海,岡本　知剛,藤田　直之,水沼　宏太,金　民友,トジン,豊田　陽平,サンフレッチェ広島,西川　周作,ファン　ソッコ,千葉　和彦,水本　裕貴,ミキッチ,青山　敏弘,森﨑　和幸,森脇　良太,大﨑　淳矢,髙萩　洋次郎,佐藤　寿人
14046,17134,100,6,60,19.04 ,ガンバ大阪,川崎フロンターレ,21000,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,3,2,-10,11.8,43%,木村　博之,ガンバ大阪,藤ヶ谷　陽介,加地　亮,中澤　聡太,今野　泰幸,藤春　廣輝,武井　択也,遠藤　保仁,倉田　秋,寺田　紳一,佐藤　晃大,ラフィーニャ,川崎フロンターレ,西部　洋平,實藤　友紀,ジェシ,森下　俊,小宮山　尊信,中村　憲剛,柴崎　晃誠,田坂　祐介,矢島　卓郎,レナト,小林　悠
14047,9154,100,6,60,19.04 ,セレッソ大阪,アルビレックス新潟,19628,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,0,1,-10,13.6,43%,東城　穣,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,酒本　憲幸,高橋　大輔,扇原　貴宏,山口　螢,キム　ボギョン,清武　弘嗣,ブランキーニョ,ケンペス,アルビレックス新潟,東口　順昭,村上　佑介,鈴木　大輔,石川　直樹,金　珍洙,三門　雄大,本間　勲,田中　亜土夢,アラン　ミネイロ,ミシェウ,ブルーノ　ロペス
14048,11119,100,7,60,14.04 ,コンサドーレ札幌,川崎フロンターレ,39232,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／ＮＨＫ札幌,2,3,-30,22.3,36%,村上　伸次,コンサドーレ札幌,李　昊乗,日高　拓磨,ジェイド　ノース,奈良　竜樹,岩沼　俊介,前　貴之,河合　竜二,近藤　祐介,岡本　賢明,高木　純平,前田　俊介,川崎フロンターレ,西部　洋平,田中　裕介,伊藤　宏樹,森下　俊,小宮山　尊信,稲本　潤一,大島　僚太,田坂　祐介,矢島　卓郎,レナト,小林　悠
14049,11965,100,7,60,14.03 ,ジュビロ磐田,横浜Ｆ・マリノス,15165,スカパー／ｅ２／スカパー光／静岡放送,1,0,-10,19.9,53%,廣瀬　格,ジュビロ磐田,八田　直樹,駒野　友一,チョ　ビョングク,藤田　義明,宮崎　智彦,山本　康裕,小林　裕紀,ペク　ソンドン,松浦　拓弥,山田　大記,前田　遼一,横浜Ｆ・マリノス,飯倉　大樹,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,富澤　清太郎,中町　公祐,中村　俊輔,兵藤　慎剛,小野　裕二,大黒　将志
14050,10859,100,7,60,14.04 ,ヴィッセル神戸,柏レイソル,30132,スカパー／ｅ２／スカパー光／ＮＨＫ神戸,3,1,-10,22.3,47%,佐藤　隆治,ヴィッセル神戸,徳重　健太,奥井　諒,イ　グァンソン,高木　和道,相馬　崇人,伊野波　雅彦,大屋　翼,野沢　拓也,橋本　英郎,田代　有三,大久保　嘉人,柏レイソル,菅野　孝憲,藤田　優人,増嶋　竜也,近藤　直也,橋本　和,澤　昌克,栗澤　僚一,大谷　秀和,ジョルジ　ワグネル,田中　順也,北嶋　秀朗
14051,11123,100,7,60,14.05 ,サンフレッチェ広島,名古屋グランパス,50000,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,1,1,-20,19.9,65%,前田　拓哉,サンフレッチェ広島,西川　周作,森脇　良太,千葉　和彦,水本　裕貴,ミキッチ,青山　敏弘,森﨑　和幸,山岸　智,石原　直樹,髙萩　洋次郎,佐藤　寿人,名古屋グランパス,楢﨑　正剛,田中　隼磨,ダニエル,田中　マルクス闘莉王,増川　隆洋,金崎　夢生,藤本　淳吾,ダニルソン,小川　佳純,永井　謙佑,玉田　圭司
14052,12110,100,7,60,15.03 ,鹿島アントラーズ,セレッソ大阪,40728,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,3,2,-20,13.5,50%,松尾　一,鹿島アントラーズ,曽ヶ端　準,西　大伍,岩政　大樹,山村　和也,新井場　徹,梅鉢　貴秀,青木　剛,遠藤　康,小笠原　満男,大迫　勇也,興梠　慎三,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,酒本　憲幸,高橋　大輔,扇原　貴宏,山口　螢,キム　ボギョン,清武　弘嗣,ブランキーニョ,ケンペス
14053,5432,100,7,60,17.05 ,サガン鳥栖,アルビレックス新潟,17000,スカパー／ｅ２／スカパー光,1,0,-40,18,78%,西村　雄一,サガン鳥栖,赤星　拓,丹羽　竜平,キム　クナン,小林　久晃,呂　成海,岡本　知剛,藤田　直之,水沼　宏太,金　民友,トジン,豊田　陽平,アルビレックス新潟,東口　順昭,村上　佑介,鈴木　大輔,石川　直樹,金　珍洙,三門　雄大,本間　勲,ミシェウ,アラン　ミネイロ,平井　将生,ブルーノ　ロペス
14054,12709,100,7,60,18.33 ,大宮アルディージャ,浦和レッズ,15600,スカパー／ｅ２／スカパー光,2,0,-20,12.1,58%,飯田　淳平,大宮アルディージャ,北野　貴之,坪内　秀介,菊地　光将,金　英權,下平　匠,カルリーニョス,青木　拓矢,渡邉　大剛,曺　永哲,東　慶悟,ラファエル,浦和レッズ,加藤　順大,坪井　慶介,永田　充,槙野　智章,平川　忠亮,鈴木　啓太,阿部　勇樹,梅崎　司,柏木　陽介,マルシオ　リシャルデス,ポポ
14055,17192,100,7,60,19.04 ,ベガルタ仙台,ＦＣ東京,19694,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,4,0,-10,10.4,55%,東城　穣,ベガルタ仙台,林　卓人,菅井　直樹,鎌田　次郎,上本　大海,朴　柱成,富田　晋伍,角田　誠,太田　吉彰,関口　訓充,ウイルソン,赤嶺　真吾,ＦＣ東京,権田　修一,徳永　悠平,森重　真人,チャン　ヒョンス,太田　宏介,高橋　秀人,米本　拓司,石川　直宏,大竹　洋平,羽生　直剛,渡邉　千真
14056,8548,100,7,70,19.03 ,ガンバ大阪,清水エスパルス,21000,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,3,1,-20,15.3,79%,井上　知大,ガンバ大阪,藤ヶ谷　陽介,加地　亮,中澤　聡太,今野　泰幸,藤春　廣輝,明神　智和,武井　択也,遠藤　保仁,寺田　紳一,ラフィーニャ,佐藤　晃大,清水エスパルス,林　彰洋,河井　陽介,岩下　敬輔,カルフィン　ヨン　ア　ピン,李　記帝,村松　大輔,アレックス,大前　元紀,高木　俊幸,高原　直泰,ジミー　フランサ
14057,22405,100,8,60,13.04 ,ＦＣ東京,清水エスパルス,49970,スカパー／ｅ２／スカパー光／ＴＯＫＹＯ　ＭＸ（録）,0,1,-10,24.6,47%,西村　雄一,ＦＣ東京,権田　修一,徳永　悠平,森重　真人,チャン　ヒョンス,太田　宏介,高橋　秀人,梶山　陽平,石川　直宏,長谷川　アーリアジャスール,谷澤　達也,ルーカス,清水エスパルス,林　彰洋,吉田　豊,岩下　敬輔,カルフィン　ヨン　ア　ピン,李　記帝,村松　大輔,小野　伸二,アレックス,大前　元紀,伊藤　翔,ジミー　フランサ
14058,18138,100,8,60,13.03 ,名古屋グランパス,浦和レッズ,20000,スカパー／ｅ２／スカパー光,1,2,-10,27.5,34%,扇谷　健司,名古屋グランパス,楢﨑　正剛,ダニエル,田中　マルクス闘莉王,増川　隆洋,田中　隼磨,藤本　淳吾,ダニルソン,小川　佳純,金崎　夢生,永井　謙佑,玉田　圭司,浦和レッズ,加藤　順大,坪井　慶介,永田　充,槙野　智章,平川　忠亮,鈴木　啓太,阿部　勇樹,梅崎　司,柏木　陽介,マルシオ　リシャルデス,ポポ
14059,10351,100,8,60,14.04 ,柏レイソル,サガン鳥栖,18500,スカパー／ｅ２／スカパー光,1,1,-10,18.9,75%,木村　博之,柏レイソル,稲田　康志,酒井　宏樹,増嶋　竜也,近藤　直也,橋本　和,レアンドロ　ドミンゲス,栗澤　僚一,大谷　秀和,ジョルジ　ワグネル,田中　順也,北嶋　秀朗,サガン鳥栖,赤星　拓,丹羽　竜平,小林　久晃,キム　クナン,呂　成海,水沼　宏太,岡本　知剛,藤田　直之,金　民友,トジン,豊田　陽平
14060,19895,100,8,60,15.03 ,川崎フロンターレ,サンフレッチェ広島,26530,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,1,4,-10,24.1,50%,松村　和彦,川崎フロンターレ,西部　洋平,伊藤　宏樹,稲本　潤一,森下　俊,田中　雄大,田中　裕介,中村　憲剛,山瀬　功治,楠神　順平,矢島　卓郎,小林　悠,サンフレッチェ広島,西川　周作,森脇　良太,千葉　和彦,水本　裕貴,ミキッチ,青山　敏弘,森﨑　和幸,山岸　智,石原　直樹,髙萩　洋次郎,佐藤　寿人
14061,17583,100,8,60,15.34 ,鹿島アントラーズ,ガンバ大阪,40728,スカパー／ｅ２／スカパー光／ＮＨＫ総合,5,0,-10,15.4,71%,佐藤　隆治,鹿島アントラーズ,曽ヶ端　準,西　大伍,岩政　大樹,山村　和也,新井場　徹,柴崎　岳,遠藤　康,小笠原　満男,ドゥトラ,大迫　勇也,興梠　慎三,ガンバ大阪,藤ヶ谷　陽介,加地　亮,中澤　聡太,今野　泰幸,藤春　廣輝,明神　智和,武井　択也,遠藤　保仁,寺田　紳一,佐藤　晃大,ラフィーニャ
14062,8435,100,8,60,16.03 ,大宮アルディージャ,コンサドーレ札幌,15600,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,2,1,-10,21.4,65%,山本　雄大,大宮アルディージャ,北野　貴之,坪内　秀介,菊地　光将,金　英權,下平　匠,カルリーニョス,青木　拓矢,渡邉　大剛,曺　永哲,東　慶悟,ラファエル,コンサドーレ札幌,李　昊乗,日高　拓磨,ジェイド　ノース,奈良　竜樹,岩沼　俊介,河合　竜二,前　貴之,高木　純平,岡本　賢明,近藤　祐介,前田　俊介
14063,21054,100,8,60,16.03 ,横浜Ｆ・マリノス,ヴィッセル神戸,72327,スカパー／ｅ２／スカパー光,3,1,-10,23,55%,松尾　一,横浜Ｆ・マリノス,飯倉　大樹,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,富澤　清太郎,兵藤　慎剛,中村　俊輔,齋藤　学,小野　裕二,大黒　将志,ヴィッセル神戸,徳重　健太,奥井　諒,イ　グァンソン,北本　久仁衛,相馬　崇人,伊野波　雅彦,大屋　翼,野沢　拓也,橋本　英郎,森岡　亮太,田代　有三
14064,24637,100,8,60,16.03 ,アルビレックス新潟,ベガルタ仙台,42300,スカパー／ｅ２／スカパー光,0,1,-10,20.6,39%,中村　太,アルビレックス新潟,東口　順昭,内田　潤,鈴木　大輔,石川　直樹,金　珍洙,本間　勲,菊地　直哉,田中　亜土夢,矢野　貴章,ミシェウ,ブルーノ　ロペス,ベガルタ仙台,林　卓人,田村　直也,鎌田　次郎,上本　大海,朴　柱成,富田　晋伍,角田　誠,太田　吉彰,関口　訓充,柳沢　敦,ウイルソン
14065,12183,100,8,60,19.04 ,セレッソ大阪,ジュビロ磐田,19628,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,3,2,-10,19,74%,今村　義朗,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,丸橋　祐介,酒本　憲幸,扇原　貴宏,山口　螢,キム　ボギョン,清武　弘嗣,ブランキーニョ,ケンペス,ジュビロ磐田,八田　直樹,駒野　友一,チョ　ビョングク,藤田　義明,宮崎　智彦,山本　康裕,小林　裕紀,山田　大記,松浦　拓弥,ペク　ソンドン,前田　遼一
14066,9596,100,9,70,14.03 ,コンサドーレ札幌,セレッソ大阪,19620,スカパー／ｅ２／スカパー光,1,0,-20,16.3,70%,木村　博之,コンサドーレ札幌,李　昊乗,日高　拓磨,ジェイド　ノース,櫛引　一紀,岩沼　俊介,河合　竜二,宮澤　裕樹,古田　寛幸,近藤　祐介,高木　純平,前田　俊介,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,丸橋　祐介,酒本　憲幸,扇原　貴宏,山口　螢,キム　ボギョン,清武　弘嗣,ブランキーニョ,ケンペス
14067,11672,100,9,70,14.04 ,ヴィッセル神戸,大宮アルディージャ,30132,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,3,0,-30,23.3,59%,東城　穣,ヴィッセル神戸,徳重　健太,イ　グァンソン,北本　久仁衛,朴　康造,伊野波　雅彦,大屋　翼,相馬　崇人,野沢　拓也,奥井　諒,小川　慶治朗,吉田　孝行,大宮アルディージャ,北野　貴之,坪内　秀介,菊地　光将,金　英權,下平　匠,カルリーニョス,青木　拓矢,渡邉　大剛,曺　永哲,東　慶悟,ラファエル
14068,15671,100,9,70,15.03 ,川崎フロンターレ,ジュビロ磐田,26530,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,4,3,-40,18.5,88%,井上　知大,川崎フロンターレ,西部　洋平,田中　裕介,井川　祐輔,森下　俊,登里　享平,稲本　潤一,大島　僚太,中村　憲剛,楠神　順平,矢島　卓郎,小林　悠,ジュビロ磐田,八田　直樹,駒野　友一,金沢　浄,チョ　ビョングク,藤田　義明,小林　裕紀,山田　大記,菅沼　実,山本　康裕,山崎　亮平,前田　遼一
14069,17826,100,9,70,16.04 ,サンフレッチェ広島,アルビレックス新潟,50000,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）／ＮＨＫ広島／ＮＨＫ新潟,0,1,-20,20.1,65%,扇谷　健司,サンフレッチェ広島,西川　周作,森脇　良太,千葉　和彦,水本　裕貴,ミキッチ,青山　敏弘,中島　浩司,山岸　智,石原　直樹,髙萩　洋次郎,佐藤　寿人,アルビレックス新潟,東口　順昭,内田　潤,鈴木　大輔,石川　直樹,金　珍洙,菊地　直哉,本間　勲,小谷野　顕治,田中　亜土夢,ミシェウ,矢野　貴章
14070,18113,100,9,70,16.04 ,サガン鳥栖,ベガルタ仙台,24490,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）,1,1,-20,20,60%,福島　孝一郎,サガン鳥栖,赤星　拓,丹羽　竜平,小林　久晃,キム　クナン,呂　成海,岡本　知剛,藤田　直之,水沼　宏太,野田　隆之介,トジン,豊田　陽平,ベガルタ仙台,林　卓人,菅井　直樹,鎌田　次郎,上本　大海,朴　柱成,富田　晋伍,角田　誠,松下　年宏,関口　訓充,柳沢　敦,ウイルソン
14071,44422,100,9,70,19.05 ,浦和レッズ,横浜Ｆ・マリノス,63700,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１／テレ玉,1,2,-40,19.1,90%,吉田　寿光,浦和レッズ,加藤　順大,坪井　慶介,永田　充,槙野　智章,平川　忠亮,鈴木　啓太,阿部　勇樹,梅崎　司,柏木　陽介,マルシオ　リシャルデス,ポポ,横浜Ｆ・マリノス,飯倉　大樹,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,熊谷　アンドリュー,兵藤　慎剛,中村　俊輔,齋藤　学,小野　裕二,大黒　将志
